term	short_vi	review_status	review_method	source	source_license	review_note
hoax	lừa đảo	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/hoax	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'to deceive with a hoax' matches 'a deliberate trick or deception'; 'lừa đảo' is an appropriate Vietnamese translation present in the supplied translations.
hog	lợn | heo	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/hog	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'a domestic pig' corresponds to the provided Vietnamese forms 'lợn' and 'heo' (given together as 'lợn | heo').
homeland	tổ quốc	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/homeland	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'country which one regards as home' clearly matches the short gloss 'one's native country'; 'tổ quốc' is a correct Vietnamese rendering present in the translations.
homosexual	đồng tính	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/homosexual	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'sexually attracted solely or primarily to the same sex' matches short gloss; 'đồng tính' is an appropriate Vietnamese rendering present in the translations.
homosexuality	đồng tính luyến ái	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/homosexuality	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'attraction to the same sex' corresponds to the sexual-orientation sense; 'đồng tính luyến ái' is a present Vietnamese translation.
horny	nứng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/horny	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'sexually aroused' matches sense 'sexually aroused' with translation 'nứng' (one of the provided options).
hose	ống vòi	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/hose	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'ống vòi' corresponds to a flexible tube for delivering water and matches the short gloss 'a flexible tube for water'.
hound	chó săn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/hound	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'chó săn' directly corresponds to 'a hunting dog'.
hubby	ông xã	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/hubby	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'ông xã' is a colloquial Vietnamese term for 'husband' and matches the short gloss.
humidity	độ ẩm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/humidity	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'moisture in the air' matches sense 0 'dampness, especially that of the air'; 'độ ẩm' is an exact, standard Vietnamese term.
hurricane	bão	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/hurricane	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	short_en 'a powerful tropical storm' matches weather sense and 'bão' is an exact usable match.
hymn	thánh ca	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/hymn	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense and translation ('thánh ca') accurately match 'a religious song of praise'.
hypocrisy	đạo đức giả	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/hypocrisy	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	sense_label matches short_en and 'đạo đức giả' is the correct Vietnamese gloss.
illegitimate	đẻ hoang	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/illegitimate	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label specifies born to unmarried parents; “đẻ hoang” corresponds to ‘illegitimate (child)’ in Vietnamese.
imbalance	mất cân bằng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/imbalance	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'lack of proper balance' matches the translation 'mất cân bằng' and is a usable Vietnamese string.
incumbent	đương nhiệm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/incumbent	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label matches 'currently holding an office' and 'đương nhiệm' is the correct Vietnamese translation.
infamous	khét tiếng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/infamous	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 0 ('having a bad reputation') matches the short gloss; 'khét tiếng' is a correct, usable Vietnamese translation.
infinity	vô cực	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/infinity	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 0 'endlessness' matches 'an endless amount or space'; 'vô cực' is correct.
infrared	hồng ngoại	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/infrared	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'invisible heat radiation' matches sense 'having the wavelength in the infrared' and 'hồng ngoại' is the standard Vietnamese term.
injustice	bất công	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/injustice	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'bất công' is a correct Vietnamese rendering of 'unfair treatment' and matches the provided sense 'absence of justice'.
insomnia	mất ngủ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/insomnia	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'mất ngủ' is a correct Vietnamese term for 'inability to sleep'; other provided variant is garbled, but this acceptable form is present.
integer	số nguyên	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/integer	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'số nguyên' is the correct Vietnamese term for a whole number; other item contains non-Vietnamese characters but a valid Vietnamese form is present.
intellect	trí tuệ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/intellect	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'trí tuệ' appropriately conveys the ability to think and reason.
internship	thực tập	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/internship	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a temporary training job' matches the sense 'job taken by a student'; 'thực tập' is the provided Vietnamese translation.
interrogation	thẩm vấn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/interrogation	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Single sense matches English short gloss 'an intense questioning'; 'thẩm vấn' is correct and well-formed Vietnamese.
intuition	trực giác	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/intuition	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'an instinctive feeling or understanding' matches sense 'immediate cognition...' and 'trực giác' is the correct Vietnamese term.
iris	mống mắt	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/iris	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'colored part of the eye' clearly matches the supplied sense 'part of the eye' with translation 'mống mắt'.
iteration	phép lặp	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/iteration	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'phép lặp' matches 'one repeated step' in programming; chosen string is present and clean.
ivy	thường xuân	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/ivy	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss matches botanical sense; 'thường xuân' is the Vietnamese name for ivy.
jaguar	báo đốm châu Mỹ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/jaguar	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense is Panthera onca (the American jaguar); 'báo đốm châu Mỹ' is the unambiguous Vietnamese match among the provided options.
